marka	model	donanim	motor	yakit	vites	fiyat	websitesi
Fiat	Panda	0.9 85 HP Twinair Dualogic Lounge S1	0,9	Benzin	Otomatik	59900	http://www.fiat.com.tr/
Fiat	Panda	1.2 69 HP Pop S1	1,2	Benzin	Düz	51900	http://www.fiat.com.tr/
Fiat	Panda	1.3 M.Jet 95 HP Cross S1	1,3	Dizel	Düz	88900	http://www.fiat.com.tr/
Fiat	Punto	1.4 Fire 77 HP S&S Popstar	1,4	Benzin	Düz	52900	http://www.fiat.com.tr/
Ford	B-Max	1.5L TDCi 95PS (215 Nm) Titanium	1,5	DizeL	Düz	78890	http://www.ford.com.tr/
Ford	B-Max	1.6L Ti-VCT 105PS (150 Nm) Titanium	1,6	Benzin	Otomatik	69115	http://www.ford.com.tr/
Ford	B-Max	1.6L Ti-VCT 105PS (150 Nm) Trend	1,6	Benzin	Otomatik	64390	http://www.ford.com.tr/
Ford	C-Max Compact	1.5L EcoBoost 182PS (240 Nm) Titanium	1,5	Benzin	Otomatik	113870	http://www.ford.com.tr/
Ford	C-Max Compact	1.5L EcoBoost 182PS (240 Nm) Trend	1,5	Benzin	Otomatik	105595	http://www.ford.com.tr/
Ford	C-Max Compact	1.5L TDCi 120PS (300Nm) Titanium	1,5	DizeL	Otomatik	123710	http://www.ford.com.tr/
Ford	C-Max Compact	1.5L TDCi 120PS (300Nm) Trend	1,5	DizeL	Otomatik	109855	http://www.ford.com.tr/
Ford	C-Max Compact	1.6L TDCi  115PS (270Nm) Titanium	1,6	DizeL	Düz	113810	http://www.ford.com.tr/
Ford	C-Max Compact	1.6L TDCi  115PS (270Nm) Trend	1,6	DizeL	Düz	99955	http://www.ford.com.tr/
Ford	C-Max Compact	1.6L Ti-VCT 125PS (159 Nm) Trend	1,6	Benzin	Düz	84120	http://www.ford.com.tr/
Ford	C-Max Grand	1.5L EcoBoost 182PS (240 Nm) Titanium	1,5	Benzin	Otomatik	122130	http://www.ford.com.tr/
Ford	C-Max Grand	1.5L TDCi 120PS (270Nm) Titanium	1,5	DizeL	Düz	122690	http://www.ford.com.tr/
Ford	C-Max Grand	1.5L TDCi 120PS (300Nm) Titanium	1,5	DizeL	Otomatik	142450	http://www.ford.com.tr/
Ford	Fiesta	1.0L Ecoboost 100PS (170 Nm) ST Line 	1	Benzin	Otomatik	82480	http://www.ford.com.tr/
Ford	Fiesta	1.0L Ecoboost 140PS (180 Nm) ST Line 	1	Benzin	Düz	82480	http://www.ford.com.tr/
Ford	Fiesta	1.2L 82PS (114 Nm) Trend	1,2	Benzin	Düz	55650	http://www.ford.com.tr/
Ford	Fiesta	1.2L 82PS (114 Nm) Trend X	1,2	Benzin	Düz	56555	http://www.ford.com.tr/
Ford	Fiesta	1.4L  96PS (128 Nm) Titanium	1,4	Benzin	Düz	62965	http://www.ford.com.tr/
Ford	Fiesta	1.5L TDCi 75PS (185 Nm) Titanium	1,5	DizeL	Düz	75145	http://www.ford.com.tr/
Ford	Fiesta	1.5L TDCi 75PS (185 Nm) Trend	1,5	DizeL	Düz	68770	http://www.ford.com.tr/
Ford	Fiesta	1.5L TDCi 75PS (185 Nm) Trend X	1,5	DizeL	Düz	72050	http://www.ford.com.tr/
Ford	Fiesta	1.6L Ti-VCT  105PS (150 Nm) Titanium	1,6	Benzin	Otomatik	66980	http://www.ford.com.tr/
Ford	Fiesta	1.6L Ti-VCT  105PS (150 Nm) Trend	1,6	Benzin	Otomatik	62800	http://www.ford.com.tr/
Ford	Fiesta	1.6L Ti-VCT  105PS (150 Nm) Trend X	1,6	Benzin	Otomatik	63705	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.0L EcoBoost 125PS (170 Nm) Titanium	1	Benzin	Düz	98170	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.0L EcoBoost 125PS (170 Nm) Titanium	1	Benzin	Otomatik	102880	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.5L TDCi 120PS (300 Nm) Style	1,5	DizeL	Otomatik	108275	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.5L TDCi 120PS (300 Nm) Titanium	1,5	DizeL	Otomatik	116860	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.5L TDCi 120PS (300 Nm) Trend X	1,5	DizeL	Otomatik	107360	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L TDCi 115PS (270 Nm) Style	1,6	DizeL	Düz	99000	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L TDCi 115PS (270 Nm) Titanium	1,6	DizeL	Düz	107585	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L TDCi 95PS (230 Nm) Trend X	1,6	DizeL	Düz	98090	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L Ti-VCT 125PS (159 Nm) Style	1,6	Benzin	Düz	82645	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L Ti-VCT 125PS (159 Nm) Style	1,6	Benzin	Otomatik	89950	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L Ti-VCT 125PS (159 Nm) Titanium	1,6	Benzin	Düz	91120	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L Ti-VCT 125PS (159 Nm) Titanium	1,6	Benzin	Otomatik	98430	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L Ti-VCT 125PS (159 Nm) Trend X	1,6	Benzin	Düz	69390	http://www.ford.com.tr/
Ford	Focus 4 Kapı	1.6L Ti-VCT 125PS (159 Nm) Trend X	1,6	Benzin	Otomatik	84840	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.0L EcoBoost 125PS (170 Nm) ST Line 	1	Benzin	Otomatik	102640	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.0L EcoBoost 125PS (170 Nm) Titanium	1	Benzin	Düz	98170	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.0L EcoBoost 125PS (170 Nm) Titanium	1	Benzin	Otomatik	102880	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.5L TDCi 120PS (300 Nm) ST Line 	1,5	DizeL	Otomatik	118505	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.5L TDCi 120PS (300 Nm) Style	1,5	DizeL	Otomatik	108275	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.5L TDCi 120PS (300 Nm) Titanium	1,5	DizeL	Otomatik	116860	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.5L TDCi 120PS (300 Nm) Trend X	1,5	DizeL	Otomatik	103980	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L TDCi 115PS (270 Nm) Style	1,6	DizeL	Düz	99000	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L TDCi 115PS (270 Nm) Titanium	1,6	DizeL	Düz	107585	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L TDCi 95PS (230 Nm) Trend X	1,6	DizeL	Düz	94700	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L Ti-VCT 125PS (159 Nm) ST Line 	1,6	Benzin	Düz	92480	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L Ti-VCT 125PS (159 Nm) Style	1,6	Benzin	Düz	82645	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L Ti-VCT 125PS (159 Nm) Style	1,6	Benzin	Otomatik	89950	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L Ti-VCT 125PS (159 Nm) Titanium	1,6	Benzin	Düz	91120	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L Ti-VCT 125PS (159 Nm) Titanium	1,6	Benzin	Otomatik	98430	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L Ti-VCT 125PS (159 Nm) Trend X	1,6	Benzin	Düz	69390	http://www.ford.com.tr/
Ford	Focus 5 Kapı	1.6L Ti-VCT 125PS (159 Nm) Trend X	1,6	Benzin	Otomatik	84840	http://www.ford.com.tr/
Ford	Focus Station Wagon	1.5L TDCi 120PS (300 Nm) Style	1,5	DizeL	Otomatik	110905	http://www.ford.com.tr/
Ford	Focus Station Wagon	1.5L TDCi 120PS (300 Nm) Titanium	1,5	DizeL	Otomatik	119490	http://www.ford.com.tr/
Ford	Focus Station Wagon	1.5L TDCi 120PS (300 Nm) Trend X	1,5	DizeL	Otomatik	109990	http://www.ford.com.tr/
Ford	Focus Station Wagon	1.6L TDCi 115PS (270 Nm) Style	1,6	DizeL	Düz	101630	http://www.ford.com.tr/
Ford	Focus Station Wagon	1.6L TDCi 115PS (270 Nm) Titanium	1,6	DizeL	Düz	110215	http://www.ford.com.tr/
Ford	Focus Station Wagon	1.6L TDCi 95PS (230 Nm) Trend X	1,6	DizeL	Düz	100715	http://www.ford.com.tr/
Ford	Galaxy	1.5L EcoBoost 160PS (240 Nm) Style	1,5	Benzin	Düz	169030	http://www.ford.com.tr/
Ford	Galaxy	2.0L TDCi 180PS (400Nm) Titanium	2	Dizel	Otomatik	269415	http://www.ford.com.tr/
Ford	Kuga	1.5L EcoBoost 182PS (240 Nm) Style	1,5	Benzin	Otomatik	117000	http://www.ford.com.tr/
Ford	Kuga	1.5L TDCi 120PS 120PS (270Nm) Style	1,5	Dizel	Düz	117000	http://www.ford.com.tr/
Ford	Kuga	1.5L TDCi 120PS 120PS (270Nm) Titanium	1,5	Dizel	Düz	123350	http://www.ford.com.tr/
Ford	Kuga	1.5L TDCi 120PS 120PS (300Nm) ST-Line	1,5	Dizel	Otomatik	147500	http://www.ford.com.tr/
Ford	Kuga	1.5L TDCi 120PS 120PS (300Nm) Style	1,5	Dizel	Otomatik	123350	http://www.ford.com.tr/
Ford	Kuga	1.5L TDCi 120PS 120PS (300Nm) Titanium	1,5	Dizel	Otomatik	141000	http://www.ford.com.tr/
Ford	Mondeo 4 Kapı	1.5L EcoBoost 160PS (240 Nm) Style	1,5	Benzin	Otomatik	118445	http://www.ford.com.tr/
Ford	Mondeo 4 Kapı	1.5L EcoBoost 160PS (240 Nm) Titanium	1,5	Benzin	Otomatik	143155	http://www.ford.com.tr/
Ford	Mondeo 4 Kapı	1.6L TDCi 115PS (270Nm) Style	1,6	Dizel	Düz	118445	http://www.ford.com.tr/
Ford	Mondeo 4 Kapı	1.6L TDCi 115PS (270Nm) Titanium	1,6	Dizel	Düz	141315	http://www.ford.com.tr/
Ford	Mondeo 4 Kapı	2.0L TDCi 180PS (400Nm) Style	2	Dizel	Otomatik	197635	http://www.ford.com.tr/
Ford	Mondeo 4 Kapı	2.0L TDCi 180PS (400Nm) Titanium	2	Dizel	Otomatik	222815	http://www.ford.com.tr/
Ford	Mondeo 5 Kapı	1.5L EcoBoost 160PS (240 Nm) Titanium	1,5	Benzin	Otomatik	146210	http://www.ford.com.tr/
Ford	Mondeo Station Wagon	1.5L EcoBoost 160PS (240 Nm) Titanium	1,5	Benzin	Otomatik	146210	http://www.ford.com.tr/
Ford	S-Max	1.5L EcoBoost 160PS (240 Nm) Style	1,5	Benzin	Düz	160955	http://www.ford.com.tr/
Ford	S-Max	2.0L TDCi 180PS (400Nm) Titanium	2	Dizel	Otomatik	256660	http://www.ford.com.tr/
Honda	Civic Hatchback	1.5L 182PS Sport	1,5	Benzin	Otomatik	100900	https://honda.com.tr/
Honda	Civic Sedan	1.5L 182PS RS	1,5	Benzin	Otomatik	111700	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Elegance	1,6	Benzin	Düz	86450	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Elegance	1,6	Benzin	Otomatik	88900	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Elegance ECO	1,6	Benzin	Düz	92200	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Elegance ECO	1,6	Benzin	Otomatik	94700	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Executive	1,6	Benzin	Otomatik	98850	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Executive ECO	1,6	Benzin	Düz	102100	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Executive ECO	1,6	Benzin	Otomatik	104600	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Premium	1,6	Benzin	Düz	83250	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Premium ECO	1,6	Benzin	Düz	89000	https://honda.com.tr/
Honda	Civic Sedan	1.6L 125PS Premium ECO	1,6	Benzin	Otomatik	91500	https://honda.com.tr/
Honda	CR-V	1.6L 120PS Elegance	1,6	Dizel	Düz	155300	https://honda.com.tr/
Honda	CR-V	1.6L 120PS Premium	1,6	Dizel	Düz	148600	https://honda.com.tr/
Honda	CR-V	1.6L 160PS Elegance	1,6	Dizel	Otomatik	172600	https://honda.com.tr/
Honda	CR-V	1.6L 160PS Executive	1,6	Dizel	Otomatik	181700	https://honda.com.tr/
Honda	CR-V	1.6L 160PS Executive+	1,6	Dizel	Otomatik	190050	https://honda.com.tr/
Honda	CR-V	1.6L 160PS Premium	1,6	Dizel	Otomatik	164800	https://honda.com.tr/
Honda	HR-V	1.5L 130PS Elegance	1,5	Benzin	Düz	104600	https://honda.com.tr/
Honda	HR-V	1.5L 130PS Elegance	1,5	Benzin	Otomatik	108800	https://honda.com.tr/
Honda	HR-V	1.5L 130PS Executive	1,5	Benzin	Düz	111900	https://honda.com.tr/
Honda	HR-V	1.5L 130PS Executive	1,5	Benzin	Otomatik	117900	https://honda.com.tr/
Honda	HR-V	1.5L 130PS Premium	1,5	Benzin	Düz	96200	https://honda.com.tr/
Honda	HR-V	1.6L 120PS Elegance	1,6	Dizel	Düz	119200	https://honda.com.tr/
Honda	HR-V	1.6L 120PS Premium	1,6	Dizel	Düz	110900	https://honda.com.tr/
Honda	Jazz	1.3L 102PS Dream	1,3	Benzin	Düz	62400	https://honda.com.tr/
Honda	Jazz	1.3L 102PS Elegance	1,3	Benzin	Düz	74300	https://honda.com.tr/
Honda	Jazz	1.3L 102PS Elegance	1,3	Benzin	Otomatik	78400	https://honda.com.tr/
Honda	Jazz	1.3L 102PS Premium	1,3	Benzin	Otomatik	74200	https://honda.com.tr/
Honda	Type-R	2.0L 310PS Sport	2	Benzin	Düz	237496	https://honda.com.tr/
Hyundai	Accent Blue	1.4 D-CVVT MODE (BENZİNLİ)	1,4	Benzin	Düz	59900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.4 D-CVVT MODE PLUS (BENZİNLİ)	1,4	Benzin	Düz	59900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.4 D-CVVT MODE PLUS CVT OTM. (BENZİNLİ)	1,4	Benzin	Otomatik	64900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.4 D-CVVT PRIME (BENZİNLİ)	1,4	Benzin	Düz	65900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.4 D-CVVT PRIME CVT OTM. (BENZİNLİ)	1,4	Benzin	Otomatik	70900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.6 CRDI MODE (DİZEL)	1,6	Dizel	Düz	75900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.6 CRDI MODE DCT (DİZEL)	1,6	Dizel	Otomatik	83900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.6 CRDI MODE PLUS (DİZEL)	1,6	Dizel	Düz	75900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.6 CRDI MODE PLUS DCT (DİZEL)	1,6	Dizel	Otomatik	83900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.6 CRDI PRIME (DİZEL)	1,6	Dizel	Düz	81900	http://www.hyundai.com.tr
Hyundai	Accent Blue	1.6 CRDI PRIME DCT (DİZEL)	1,6	Dizel	Otomatik	89900	http://www.hyundai.com.tr
Hyundai	Elantra	1.6 CRDi ELITE (DİZEL)	1,6	Dizel	Düz	96900	http://www.hyundai.com.tr
Hyundai	Elantra	1.6 CRDi ELITE DCT (DİZEL)	1,6	Dizel	Otomatik	103900	http://www.hyundai.com.tr
Hyundai	Elantra	1.6 CRDi ELITE PLUS DCT (DİZEL)	1,6	Dizel	Otomatik	107900	http://www.hyundai.com.tr
Hyundai	Elantra	1.6 CRDi ELITE PLUS DCT (SUNROOF) (DİZEL)	1,6	Dizel	Otomatik	110400	http://www.hyundai.com.tr
Hyundai	Elantra	1.6 D-CVVT STYLE (BENZİNLİ)	1,6	Benzin	Düz	73000	http://www.hyundai.com.tr
Hyundai	Elantra	1.6 D-CVVT STYLE OTM. (BENZİNLİ)	1,6	Benzin	Otomatik	79000	http://www.hyundai.com.tr
Hyundai	i10	1.0 D-CVVT JUMP (BENZİNLİ)	1	Benzin	Düz	46200	http://www.hyundai.com.tr
Hyundai	i10	1.0 D-CVVT JUMP OTM. (BENZİNLİ)	1	Benzin	Otomatik	51400	http://www.hyundai.com.tr
Hyundai	i10	1.0 D-CVVT STYLE OTM. (BENZİNLİ)	1	Benzin	Otomatik	54400	http://www.hyundai.com.tr
Hyundai	i10	1.2 D-CVVT ELITE OTM. (BENZİNLİ)	1,2	Benzin	Otomatik	57900	http://www.hyundai.com.tr
Hyundai	i10	1.2 D-CVVT STAR OTM. (BENZİNLİ)	1,2	Benzin	Otomatik	61900	http://www.hyundai.com.tr
Hyundai	i20	1.0 T-GDI STAR (BENZİNLİ) 	1	Benzin	Düz	67900	http://www.hyundai.com.tr
Hyundai	i20	1.2 MPI ELITE (BENZİNLİ)	1,2	Benzin	Düz	62400	http://www.hyundai.com.tr
Hyundai	i20	1.2 MPI JUMP (BENZİNLİ)	1,2	Benzin	Düz	52900	http://www.hyundai.com.tr
Hyundai	i20	1.2 MPI STYLE (BENZİNLİ)	1,2	Benzin	Düz	58400	http://www.hyundai.com.tr
Hyundai	i20	1.4 CRDi ELITE (DİZEL)	1,4	Dizel	Düz	74900	http://www.hyundai.com.tr
Hyundai	i20	1.4 CRDi JUMP (DİZEL)	1,4	Dizel	Düz	64400	http://www.hyundai.com.tr
Hyundai	i20	1.4 CRDi STYLE (DİZEL)	1,4	Dizel	Düz	68400	http://www.hyundai.com.tr
Hyundai	i20	1.4 MPI ELITE OTM. (BENZİNLİ)	1,4	Benzin	Otomatik	67900	http://www.hyundai.com.tr
Hyundai	i20	1.4 MPI JUMP OTM. (BENZİNLİ)	1,4	Benzin	Otomatik	59900	http://www.hyundai.com.tr
Hyundai	i20	1.4 MPI STAR OTM. (BENZİNLİ)  	1,4	Benzin	Otomatik	68900	http://www.hyundai.com.tr
Hyundai	i20	1.4 MPI STYLE OTM. (BENZİNLİ)	1,4	Benzin	Otomatik	63900	http://www.hyundai.com.tr
Hyundai	i20 Active	1.0 T-GDI ELITE (BENZİNLİ)	1	Benzin	Düz	68400	http://www.hyundai.com.tr
Hyundai	i20 Active	1.4 MPI ELITE OTM. (BENZİNLİ)	1,4	Benzin	Otomatik	69400	http://www.hyundai.com.tr
Hyundai	i20 Coupe	1.4 MPI (BENZİNLİ)	1,4	Benzin	Düz	63400	http://www.hyundai.com.tr
Hyundai	i20 Coupe	1.4 MPI OTM. (BENZİNLİ)	1,4	Benzin	Otomatik	68400	http://www.hyundai.com.tr
Hyundai	i30	1.4 MPI BLUE DRIVE (BENZİNLİ)	1,4	Benzin	Düz	68400	http://www.hyundai.com.tr
Hyundai	i30	1.6 CRDi BLUE DRIVE (DİZEL)	1,6	Dizel	Düz	80100	http://www.hyundai.com.tr
Hyundai	i30	1.6 CRDi BLUE DRIVE DCT (DİZEL)	1,6	Dizel	Otomatik	85100	http://www.hyundai.com.tr
Hyundai	i30	1.6 CRDi ELITE (DİZEL)	1,6	Dizel	Düz	92200	http://www.hyundai.com.tr
Hyundai	i30	1.6 CRDi ELITE DCT (DİZEL)	1,6	Dizel	Otomatik	97100	http://www.hyundai.com.tr
Hyundai	i30	1.6 CRDi STYLE (DİZEL)	1,6	Dizel	Düz	84100	http://www.hyundai.com.tr
Hyundai	i30	1.6 CRDi STYLE DCT (DİZEL)	1,6	Dizel	Otomatik	89100	http://www.hyundai.com.tr
Hyundai	i30	1.6 CRDi STYLE DESIGN PACK DCT (DİZEL)	1,6	Dizel	Otomatik	93100	http://www.hyundai.com.tr
Hyundai	i30	1.6 GDI ELITE (BENZİNLİ)	1,6	Benzin	Düz	83500	http://www.hyundai.com.tr
Hyundai	i30	1.6 GDI ELITE DCT (BENZİNLİ)	1,6	Benzin	Otomatik	88500	http://www.hyundai.com.tr
Hyundai	i30	1.6 GDI STYLE (BENZİNLİ)	1,6	Benzin	Düz	75500	http://www.hyundai.com.tr
Hyundai	i30	1.6 GDI STYLE DCT (BENZİNLİ)	1,6	Benzin	Otomatik	80500	http://www.hyundai.com.tr
Hyundai	i30	1.6 GDI STYLE DESIGN PACK DCT (BENZİNLİ)	1,6	Benzin	Otomatik	84500	http://www.hyundai.com.tr
Hyundai	i30	1.6 TURBO GDI SPORT (BENZİNLİ)	1,6	Benzin	Düz	94500	http://www.hyundai.com.tr
Hyundai	i30 CW	1.6 CRDi ELITE DCT (DİZEL)	1,6	Dizel	Otomatik	98900	http://www.hyundai.com.tr
Hyundai	i30 CW	1.6 CRDi STYLE (DİZEL)	1,6	Dizel	Düz	85900	http://www.hyundai.com.tr
Hyundai	i30 CW	1.6 CRDi STYLE DCT (DİZEL)	1,6	Dizel	Otomatik	90900	http://www.hyundai.com.tr
Hyundai	Santa Fe	2.0 CRDi (DİZEL) 6 İLERİ OTOMATİK SHIFTRONIC	2	Dizel	Otomatik	297900	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 GDI ELITE OTM. (BENZİNLİ)	1,6	Benzin	Otomatik	108400	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 GDI STYLE (BENZİNLİ)	1,6	Benzin	Düz	89900	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 GDI STYLE OTM. (BENZİNLİ)	1,6	Benzin	Otomatik	96400	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI ELITE (BENZİNLİ)	1,6	Benzin	Düz	112900	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI ELITE 4X2 DCT (BENZİNLİ)	1,6	Benzin	Otomatik	118900	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI ELITE 4X4 DCT (BENZİNLİ)	1,6	Benzin	Otomatik	124900	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI ELITE PLUS 4X2 DCT (BENZİNLİ)	1,6	Benzin	Otomatik	137900	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI ELITE PLUS 4X4 DCT (BENZİNLİ)	1,6	Benzin	Otomatik	144400	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI ELITE PLUS 4X4 DCT RED PACK (BENZİNLİ)	1,6	Benzin	Otomatik	144400	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI STYLE (BENZİNLİ)	1,6	Benzin	Düz	100900	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI STYLE 4X2 DCT (BENZİNLİ)	1,6	Benzin	Otomatik	106900	http://www.hyundai.com.tr
Hyundai	Tucson	1.6 T-GDI STYLE 4X4 DCT (BENZİNLİ)	1,6	Benzin	Otomatik	112900	http://www.hyundai.com.tr
Hyundai	Tucson	2.0 CRDi EXECUTIVE 4X4 OTM. (DİZEL)	2	Dizel	Otomatik	205500	http://www.hyundai.com.tr
Infiniti	Q30	1.5 D 109 BG Premium 	1,5	Dizel	Otomatik	174896	http://infiniti.com.tr/
Infiniti	Q30	1.5 D 109 BG Premium City Black	1,5	Dizel	Otomatik	195191	http://infiniti.com.tr/
Infiniti	Q30	1.5 D 109 BG Premium City Black - Sport	1,5	Dizel	Otomatik	199474	http://infiniti.com.tr/
Infiniti	Q30	1.6 P 156 BG Premium 	1,6	Benzin	Otomatik	164683	http://infiniti.com.tr/
Infiniti	Q30	1.6 P 156 BG Premium Tech	1,6	Benzin	Otomatik	193543	http://infiniti.com.tr/
Infiniti	Q30	1.6 P 156 BG Premium Tech - Theme 	1,6	Benzin	Otomatik	195191	http://infiniti.com.tr/
Infiniti	Q30	1.6 P 156 BG Sport 	1,6	Benzin	Otomatik	183989	http://infiniti.com.tr/
Infiniti	Q50	2.0 T 211 BG Premium 	2	Benzin	Otomatik	256717	http://infiniti.com.tr/
Infiniti	Q50	2.0 T 211 BG Sport Tech	2	Benzin	Otomatik	299634	http://infiniti.com.tr/
Isuzu	D-Max	2.5L 163 PS 4x2 LIMITED 6M/T Çift Kabin	2,5	Dizel	Düz	111280	http://www.isuzu.com.tr/
Isuzu	D-Max	2.5L 163 PS 4x2 TR 6M/T Çift Kabin	2,5	Dizel	Düz	86050	http://www.isuzu.com.tr/
Isuzu	D-Max	2.5L 163 PS 4x4 LIMITED 6M/T Çift Kabin	2,5	Dizel	Düz	115509	http://www.isuzu.com.tr/
Isuzu	D-Max	2.5L 163 PS 4x4 TR 6M/T Çift Kabin	2,5	Dizel	Düz	111229	http://www.isuzu.com.tr/
Isuzu	D-Max	2.5L 163 PS 4x4 V-CROSS 5A/T Çift Kabin	2,5	Dizel	Otomatik	141196	http://www.isuzu.com.tr/
Jeep	Grand Cherokee Limited	3.0 250hp 8ATX 4x4 Dizel Euro 6	3	Dizel	Otomatik	490000	http://www.jeep.com.tr/
Jeep	Grand Cherokee Overland	3.0 250hp 8ATX 4x4 Dizel Euro 6	3	Dizel	Otomatik	530000	http://www.jeep.com.tr/
Jeep	Grand Cherokee Summit	3.0 250hp 8ATX 4x4 Dizel Euro 6	3	Dizel	Otomatik	570000	http://www.jeep.com.tr/
Jeep	Renegade	1.4 MultiAir2 Turbo Benzinli 9ATX AWD Limited	1,4	Benzin	Otomatik	160000	http://www.jeep.com.tr/
Jeep	Renegade	1.4 MultiAir2 Turbo Benzinli DDCT 4x2 Limited	1,4	Benzin	Otomatik	136000	http://www.jeep.com.tr/
Jeep	Renegade	1.4 MultiAir2 Turbo Benzinli DDCT 4x2 Longitude	1,4	Benzin	Otomatik	121000	http://www.jeep.com.tr/
Jeep	Renegade	1.4 MultiAir2 Turbo Benzinli MT 4x2 Limited	1,4	Benzin	Düz	121000	http://www.jeep.com.tr/
Jeep	Renegade	1.4 MultiAir2 Turbo Benzinli MT 4x2 Longitude	1,4	Benzin	Düz	114000	http://www.jeep.com.tr/
Jeep	Renegade	1.6 120hp DDCT Longitude Dizel Std	1,6	Dizel	Otomatik	123850	http://www.jeep.com.tr/
Jeep	Renegade	1.6 120hp DDCT Longitude Dizel Std+Sunroof	1,6	Dizel	Otomatik	140000	http://www.jeep.com.tr/
Jeep	Renegade	1.6 Multijet Dizel MT 4x2 Limited	1,6	Dizel	Düz	136000	http://www.jeep.com.tr/
Jeep	Renegade	1.6 Multijet Dizel MT 4x2 Longitude	1,6	Dizel	Düz	121000	http://www.jeep.com.tr/
Jeep	Renegade	2.0 Multijet Dizel 9AT 4x4 Trailhawk	2	Dizel	Otomatik	210000	http://www.jeep.com.tr/
Jeep	Wrangler Rubicon	2.8 200hp 4x4 Dizel	2,8	Dizel	Otomatik	415000	http://www.jeep.com.tr/
Kia	Cee'd	1.6L 136 PS COMFORT	1,6	Dizel	Düz	85900	http://kia.com.tr/
Kia	Cee'd	1.6L 136 PS COMFORT	1,6	Dizel	Otomatik	99900	http://kia.com.tr/
Kia	Cee'd	1.6L 136 PS CONCEPT PLUS	1,6	Dizel	Düz	99900	http://kia.com.tr/
Kia	Cee'd	1.6L 136 PS CONCEPT PLUS	1,6	Dizel	Otomatik	105900	http://kia.com.tr/
Kia	Cee'd	1.6L 136 PS PREMIUM	1,6	Dizel	Otomatik	119900	http://kia.com.tr/
Kia	Cee'd Sportywagon	1.6L 136 PS COMFORT	1,6	Dizel	Düz	92600	http://kia.com.tr/
Kia	Cee'd Sportywagon	1.6L 136 PS COMFORT	1,6	Dizel	Otomatik	100900	http://kia.com.tr/
